chromosome	start	end	strand	gene_id	gene_id_base	gene_version	gene_name	gene_type	level	hgnc_id	havana_gene	tag
chr12	32896322	32980606	+	ENSG00000309487.1	ENSG00000309487	1	ENSG00000309487	lncRNA	2			
chr12	32985838	32987070	+	ENSG00000257316.1	ENSG00000257316	1	ASS1P14	processed_pseudogene	1	HGNC:764	OTTHUMG00000169504.1	pseudo_consens
chr12	32988763	32993754	+	ENSG00000257435.1	ENSG00000257435	1	ENSG00000257435	lncRNA	2		OTTHUMG00000169505.1	
chr12	33094100	33096617	+	ENSG00000304398.1	ENSG00000304398	1	ENSG00000304398	lncRNA	2			
chr12	33266675	33317620	-	ENSG00000310362.1	ENSG00000310362	1	ENSG00000310362	lncRNA	2			
chr12	33317765	33322395	+	ENSG00000307006.1	ENSG00000307006	1	ENSG00000307006	lncRNA	2			
chr12	33373512	33439996	-	ENSG00000110975.9	ENSG00000110975	9	SYT10	protein_coding	2	HGNC:19266	OTTHUMG00000169269.2	overlapping_locus
chr12	33404872	33405896	-	ENSG00000259937.2	ENSG00000259937	2	ENSG00000259937	lncRNA	2		OTTHUMG00000176816.2	overlapping_locus
chr12	33432311	33432853	-	ENSG00000273853.1	ENSG00000273853	1	ENSG00000273853	lncRNA	2		OTTHUMG00000187274.1	overlapping_locus
chr12	33439049	33440343	+	ENSG00000307281.1	ENSG00000307281	1	ENSG00000307281	lncRNA	2			
chr12	33454345	33455452	+	ENSG00000256070.1	ENSG00000256070	1	ENSG00000256070	processed_pseudogene	1		OTTHUMG00000169270.1	pseudo_consens
chr12	33533294	33624622	-	ENSG00000301538.1	ENSG00000301538	1	ENSG00000301538	lncRNA	2			
chr12	33576095	33576200	+	ENSG00000212475.1	ENSG00000212475	1	RNU6-400P	snRNA	3	HGNC:47363		
chr12	33685955	33691866	+	ENSG00000308619.1	ENSG00000308619	1	ENSG00000308619	lncRNA	2			
chr12	33717853	33718217	+	ENSG00000270807.1	ENSG00000270807	1	ENSG00000270807	processed_pseudogene	1		OTTHUMG00000184762.1	pseudo_consens
chr12	33923374	33923480	-	ENSG00000207026.1	ENSG00000207026	1	RNU6-472P	snRNA	3	HGNC:47435		
chr12	33982465	33982566	-	ENSG00000201624.1	ENSG00000201624	1	Y_RNA	misc_RNA	3			
chr12	34022281	34046417	-	ENSG00000245482.2	ENSG00000245482	2	ENSG00000245482	lncRNA	2		OTTHUMG00000169286.1	
chr12	34022461	34035296	+	ENSG00000139133.8	ENSG00000139133	8	ALG10	protein_coding	2	HGNC:23162	OTTHUMG00000169285.3	
chr12	34037231	34058745	+	ENSG00000256538.3	ENSG00000256538	3	ENSG00000256538	lncRNA	2		OTTHUMG00000169287.4	
chr12	34108209	34113538	+	ENSG00000297202.1	ENSG00000297202	1	ENSG00000297202	lncRNA	2			
chr12	34141676	34149788	-	ENSG00000299244.1	ENSG00000299244	1	ENSG00000299244	lncRNA	2			
chr12	34149839	34162238	+	ENSG00000255628.1	ENSG00000255628	1	ENSG00000255628	lncRNA	1		OTTHUMG00000169288.1	
chr12	34162477	34163442	+	ENSG00000256986.2	ENSG00000256986	2	ENSG00000256986	unprocessed_pseudogene	2		OTTHUMG00000169289.2	
chr12	34164773	34166954	-	ENSG00000250788.1	ENSG00000250788	1	TUBB8P4	unprocessed_pseudogene	2	HGNC:42185	OTTHUMG00000163440.1	
chr12	34190471	34219437	-	ENSG00000255652.6	ENSG00000255652	6	LINC02963	lncRNA	2	HGNC:53945	OTTHUMG00000169290.7	overlapping_locus
chr12	34205699	34205817	+	ENSG00000272435.1	ENSG00000272435	1	RNA5SP357	rRNA_pseudogene	3	HGNC:43257		
chr12	34208415	34209675	-	ENSG00000258794.3	ENSG00000258794	3	DUX4L27	processed_pseudogene	1	HGNC:50808	OTTHUMG00000170996.3	pseudo_consens,overlapping_locus
chr12	34249481	34249958	+	ENSG00000256614.1	ENSG00000256614	1	AK6P1	processed_pseudogene	1	HGNC:51678	OTTHUMG00000169291.1	pseudo_consens
chr12	37543905	37577528	+	ENSG00000302200.1	ENSG00000302200	1	ENSG00000302200	lncRNA	2			overlaps_pseudogene,overlapping_locus
chr12	37575587	37576384	+	ENSG00000258368.2	ENSG00000258368	2	ZNF970P	transcribed_unprocessed_pseudogene	2	HGNC:44511	OTTHUMG00000169295.2	overlapping_locus
chr12	38078529	38078999	-	ENSG00000257173.1	ENSG00000257173	1	AK6P2	processed_pseudogene	1	HGNC:51679	OTTHUMG00000169296.1	pseudo_consens
chr12	38082046	38087392	+	ENSG00000258278.2	ENSG00000258278	2	CLUHP8	unprocessed_pseudogene	2	HGNC:51573	OTTHUMG00000169297.2	
chr12	38138321	38167634	+	ENSG00000287442.2	ENSG00000287442	2	ENSG00000287442	lncRNA	2		OTTHUMG00000194387.1	ncRNA_host
chr12	38138962	38149326	-	ENSG00000303166.1	ENSG00000303166	1	ENSG00000303166	lncRNA	2			
chr12	38150050	38150138	+	ENSG00000274293.1	ENSG00000274293	1	ENSG00000274293	misc_RNA	3			
chr12	38161466	38161582	-	ENSG00000199843.1	ENSG00000199843	1	RNA5SP358	rRNA_pseudogene	3	HGNC:43258		
chr12	38162738	38167026	-	ENSG00000303187.1	ENSG00000303187	1	ENSG00000303187	lncRNA	2			ncRNA_host
chr12	38163403	38163515	-	ENSG00000201708.1	ENSG00000201708	1	RNA5SP359	rRNA_pseudogene	3	HGNC:43259		
chr12	38201566	38203792	+	ENSG00000254381.3	ENSG00000254381	3	TUBB8P5	transcribed_unprocessed_pseudogene	2	HGNC:42186	OTTHUMG00000169395.1	overlapping_locus
chr12	38202118	38216510	+	ENSG00000297967.1	ENSG00000297967	1	ENSG00000297967	lncRNA	2			overlapping_locus,overlaps_pseudogene
chr12	38205098	38206009	-	ENSG00000257292.2	ENSG00000257292	2	ENSG00000257292	unprocessed_pseudogene	2		OTTHUMG00000169415.2	
chr12	38206231	38207192	-	ENSG00000258360.1	ENSG00000258360	1	NF1P12	unprocessed_pseudogene	2	HGNC:51739	OTTHUMG00000169416.1	
chr12	38274448	38274549	-	ENSG00000253016.1	ENSG00000253016	1	Y_RNA	misc_RNA	3			
chr12	38306640	38330769	-	ENSG00000301992.1	ENSG00000301992	1	ENSG00000301992	lncRNA	2			
chr12	38316754	38329723	+	ENSG00000175548.10	ENSG00000175548	10	ALG10B	protein_coding	2	HGNC:31088	OTTHUMG00000169298.6	
chr12	38333393	38355676	+	ENSG00000302012.1	ENSG00000302012	1	ENSG00000302012	lncRNA	2			
chr12	38532895	38533050	-	ENSG00000257645.1	ENSG00000257645	1	ENSG00000257645	processed_pseudogene	2		OTTHUMG00000169417.1	
chr12	38544177	38589812	-	ENSG00000258119.1	ENSG00000258119	1	ENSG00000258119	lncRNA	2		OTTHUMG00000169418.1	
chr12	38646822	38907430	-	ENSG00000139117.16	ENSG00000139117	16	CPNE8	protein_coding	2	HGNC:23498	OTTHUMG00000169396.4	
chr12	38905698	38909593	+	ENSG00000257718.2	ENSG00000257718	2	CPNE8-AS1	lncRNA	2	HGNC:53937	OTTHUMG00000169406.1	
chr12	38920623	38983353	-	ENSG00000297822.1	ENSG00000297822	1	ENSG00000297822	lncRNA	2			
chr12	38994803	38996882	-	ENSG00000257586.1	ENSG00000257586	1	ENSG00000257586	unprocessed_pseudogene	2		OTTHUMG00000169407.1	
chr12	39058028	39059933	-	ENSG00000257237.1	ENSG00000257237	1	ENSG00000257237	unprocessed_pseudogene	2		OTTHUMG00000169408.1	
chr12	39087337	39145567	-	ENSG00000258144.3	ENSG00000258144	3	LINC02406	lncRNA	2	HGNC:53334	OTTHUMG00000169409.4	
chr12	39170646	39170880	+	ENSG00000270718.1	ENSG00000270718	1	ENSG00000270718	processed_pseudogene	1		OTTHUMG00000184760.1	pseudo_consens
chr12	39293228	39443718	-	ENSG00000139116.21	ENSG00000139116	21	KIF21A	protein_coding	2	HGNC:19349	OTTHUMG00000169335.4	
chr12	39315902	39328514	+	ENSG00000303301.1	ENSG00000303301	1	ENSG00000303301	lncRNA	2			
chr12	39447404	39448314	+	ENSG00000286576.1	ENSG00000286576	1	ENSG00000286576	lncRNA	2		OTTHUMG00000195165.1	
chr12	39466442	39467345	-	ENSG00000255991.2	ENSG00000255991	2	RPL7AP74	processed_pseudogene	1	HGNC:55897	OTTHUMG00000169336.1	pseudo_consens
chr12	39538761	39549983	+	ENSG00000304421.1	ENSG00000304421	1	ENSG00000304421	lncRNA	2			
chr12	39539581	39539851	-	ENSG00000270273.1	ENSG00000270273	1	ENSG00000270273	processed_pseudogene	1		OTTHUMG00000184742.1	pseudo_consens
chr12	39547564	39619990	-	ENSG00000173208.6	ENSG00000173208	6	ABCD2	protein_coding	2	HGNC:66	OTTHUMG00000169337.2	
chr12	39611819	39614648	+	ENSG00000285732.1	ENSG00000285732	1	ENSG00000285732	lncRNA	2		OTTHUMG00000192667.1	
chr12	39619867	39621015	+	ENSG00000303591.1	ENSG00000303591	1	ENSG00000303591	lncRNA	2			
chr12	39626167	39908300	+	ENSG00000180116.16	ENSG00000180116	16	REDIC1	protein_coding	2	HGNC:26846	OTTHUMG00000133567.4	
chr12	39755025	40106094	-	ENSG00000151229.15	ENSG00000151229	15	SLC2A13	protein_coding	2	HGNC:15956	OTTHUMG00000059743.4	ncRNA_host,overlapping_locus
chr12	39819750	39819883	-	ENSG00000199571.1	ENSG00000199571	1	ENSG00000199571	snoRNA	3			
chr12	39828532	39830539	+	ENSG00000293975.1	ENSG00000293975	1	ENSG00000293975	lncRNA	2			
chr12	40068243	40068590	-	ENSG00000229014.3	ENSG00000229014	3	RPL30P13	processed_pseudogene	1	HGNC:36280	OTTHUMG00000059744.3	pseudo_consens,overlapping_locus
chr12	40072377	40085255	+	ENSG00000294458.1	ENSG00000294458	1	ENSG00000294458	lncRNA	2			
chr12	40140926	40158600	-	ENSG00000260943.2	ENSG00000260943	2	LINC02555	lncRNA	2	HGNC:53593	OTTHUMG00000172895.1	
chr12	40156109	40211419	+	ENSG00000223914.6	ENSG00000223914	6	LINC02471	lncRNA	1	HGNC:53410	OTTHUMG00000059745.6	overlapping_locus
chr12	40184933	40224915	-	ENSG00000225342.3	ENSG00000225342	3	LRRK2-DT	lncRNA	2	HGNC:40848	OTTHUMG00000133699.2	
chr12	40196744	40369285	+	ENSG00000188906.19	ENSG00000188906	19	LRRK2	protein_coding	1	HGNC:18618	OTTHUMG00000059742.12	overlapping_locus
chr12	40229956	40231409	+	ENSG00000289310.1	ENSG00000289310	1	ENSG00000289310	lncRNA	2			overlapping_locus
chr12	40286289	40286662	+	ENSG00000229899.1	ENSG00000229899	1	ENSG00000229899	processed_pseudogene	2		OTTHUMG00000059907.1	overlapping_locus
chr12	40305976	40443911	-	ENSG00000258167.2	ENSG00000258167	2	ENSG00000258167	lncRNA	2		OTTHUMG00000169361.1	
chr12	40393395	40570832	+	ENSG00000205592.16	ENSG00000205592	16	MUC19	protein_coding	1	HGNC:14362	OTTHUMG00000060732.36	reference_genome_error
chr12	40516219	40523793	-	ENSG00000296211.1	ENSG00000296211	1	ENSG00000296211	lncRNA	2			
chr12	40522393	40523146	-	ENSG00000296227.1	ENSG00000296227	1	ENSG00000296227	lncRNA	2			
chr12	40554161	40554267	-	ENSG00000207492.1	ENSG00000207492	1	RNU6-713P	snRNA	3	HGNC:47676		
chr12	40620726	40621952	+	ENSG00000299624.1	ENSG00000299624	1	ENSG00000299624	lncRNA	2			
chr12	40692431	41073454	+	ENSG00000018236.17	ENSG00000018236	17	CNTN1	protein_coding	2	HGNC:2171	OTTHUMG00000169362.4	overlapping_locus
chr12	40728811	40729897	+	ENSG00000257680.1	ENSG00000257680	1	ENSG00000257680	processed_pseudogene	1		OTTHUMG00000169363.1	pseudo_consens,overlapping_locus
chr12	40978744	40979244	+	ENSG00000274682.1	ENSG00000274682	1	ENSG00000274682	lncRNA	2		OTTHUMG00000187308.1	overlapping_locus
chr12	41188234	41574745	+	ENSG00000165966.17	ENSG00000165966	17	PDZRN4	protein_coding	2	HGNC:30552	OTTHUMG00000169364.4	
chr12	41409467	41473510	-	ENSG00000257228.5	ENSG00000257228	5	PDZRN4-AS1	lncRNA	2	HGNC:58277	OTTHUMG00000169365.1	
chr12	41525232	41643440	-	ENSG00000301531.1	ENSG00000301531	1	ENSG00000301531	lncRNA	2			
chr12	41658676	41658793	+	ENSG00000252364.1	ENSG00000252364	1	RNA5SP360	rRNA_pseudogene	3	HGNC:43260		
chr12	41698495	41699182	-	ENSG00000258239.1	ENSG00000258239	1	MTND2P17	unprocessed_pseudogene	2	HGNC:42118	OTTHUMG00000169366.1	
chr12	41699391	41700251	-	ENSG00000257858.1	ENSG00000257858	1	MTND1P24	unprocessed_pseudogene	2	HGNC:42073	OTTHUMG00000169367.1	
chr12	41764125	41774671	+	ENSG00000257784.3	ENSG00000257784	3	LINC02400	lncRNA	2	HGNC:53327	OTTHUMG00000169376.8	
chr12	41828772	41942455	-	ENSG00000257239.2	ENSG00000257239	2	ENSG00000257239	lncRNA	2		OTTHUMG00000169377.1	
chr12	41911256	41912212	+	ENSG00000257128.1	ENSG00000257128	1	ENSG00000257128	processed_pseudogene	1		OTTHUMG00000169378.1	pseudo_consens
chr12	41939506	41942546	+	ENSG00000307270.1	ENSG00000307270	1	ENSG00000307270	lncRNA	2			
chr12	41944732	42024329	-	ENSG00000286591.2	ENSG00000286591	2	ENSG00000286591	lncRNA	2		OTTHUMG00000195055.1	
chr12	42069935	42070625	-	ENSG00000271379.1	ENSG00000271379	1	ENSG00000271379	processed_pseudogene	1		OTTHUMG00000184792.1	pseudo_consens
chr12	42081845	42144888	-	ENSG00000151233.13	ENSG00000151233	13	GXYLT1	protein_coding	2	HGNC:27482	OTTHUMG00000169379.2	
chr12	42145036	42157614	+	ENSG00000304536.1	ENSG00000304536	1	ENSG00000304536	lncRNA	2			
chr12	42157104	42238368	-	ENSG00000015153.17	ENSG00000015153	17	YAF2	protein_coding	2	HGNC:17363	OTTHUMG00000169380.4	
chr12	42238418	42459715	+	ENSG00000134283.20	ENSG00000134283	20	PPHLN1	protein_coding	1	HGNC:19369	OTTHUMG00000169440.4	ncRNA_host,overlapping_locus
chr12	42286911	42288560	+	ENSG00000257674.1	ENSG00000257674	1	IGF2BP2P1	processed_pseudogene	1	HGNC:58593	OTTHUMG00000169441.1	pseudo_consens,overlapping_locus
chr12	42303157	42326257	-	ENSG00000139168.11	ENSG00000139168	11	ZCRB1	protein_coding	2	HGNC:29620	OTTHUMG00000169382.2	ncRNA_host
chr12	42323700	42323859	-	ENSG00000278520.1	ENSG00000278520	1	MIR7851	miRNA	3	HGNC:50127		
chr12	42347061	42347214	-	ENSG00000252917.1	ENSG00000252917	1	SNORA74	snoRNA	3			
chr12	42361267	42361703	+	ENSG00000274943.1	ENSG00000274943	1	ENSG00000274943	lncRNA	2		OTTHUMG00000187314.2	overlapping_locus
chr12	42398550	42398651	+	ENSG00000199886.1	ENSG00000199886	1	RNU6-249P	snRNA	3	HGNC:47212		
chr12	42431665	42433357	-	ENSG00000257376.1	ENSG00000257376	1	ENSG00000257376	processed_pseudogene	1		OTTHUMG00000169442.1	pseudo_consens
chr12	42454720	42454821	+	ENSG00000207142.1	ENSG00000207142	1	Y_RNA	misc_RNA	3			
chr12	42456753	42590355	-	ENSG00000139174.14	ENSG00000139174	14	PRICKLE1	protein_coding	2	HGNC:17019	OTTHUMG00000169443.5	overlapping_locus
chr12	42459366	42466128	+	ENSG00000257225.1	ENSG00000257225	1	PRICKLE1-AS1	lncRNA	2	HGNC:58444	OTTHUMG00000169444.1	overlapping_locus
chr12	42485353	42498979	-	ENSG00000258068.3	ENSG00000258068	3	ENSG00000258068	lncRNA	2		OTTHUMG00000169456.2	overlapping_locus
chr12	42615221	42646547	-	ENSG00000257510.2	ENSG00000257510	2	LINC02402	lncRNA	2	HGNC:53329	OTTHUMG00000169457.4	overlapping_locus
chr12	42627008	42627137	-	ENSG00000257687.1	ENSG00000257687	1	ENSG00000257687	processed_pseudogene	2		OTTHUMG00000169458.1	overlapping_locus
chr12	42636815	42637111	-	ENSG00000257405.1	ENSG00000257405	1	ENSG00000257405	processed_pseudogene	1		OTTHUMG00000169459.1	pseudo_consens,overlapping_locus
chr12	42646583	42736701	+	ENSG00000257114.4	ENSG00000257114	4	LINC02450	lncRNA	2	HGNC:53382	OTTHUMG00000169347.1	
chr12	42678873	42679124	-	ENSG00000240759.1	ENSG00000240759	1	RPS27P21	processed_pseudogene	1	HGNC:35826	OTTHUMG00000157540.1	pseudo_consens
chr12	42790118	42850825	+	ENSG00000304126.1	ENSG00000304126	1	ENSG00000304126	lncRNA	2			
chr12	42869619	43053151	+	ENSG00000257849.2	ENSG00000257849	2	ENSG00000257849	lncRNA	2		OTTHUMG00000169349.1	
chr12	42929848	42930579	-	ENSG00000271272.1	ENSG00000271272	1	ENSG00000271272	processed_pseudogene	1		OTTHUMG00000184794.1	pseudo_consens
chr12	42979254	42996486	-	ENSG00000257373.1	ENSG00000257373	1	ENSG00000257373	lncRNA	2		OTTHUMG00000169350.1	
chr12	43054089	43054386	-	ENSG00000257927.1	ENSG00000257927	1	MRPS36P5	processed_pseudogene	1	HGNC:29775	OTTHUMG00000169351.1	pseudo_consens
chr12	43110852	43113278	-	ENSG00000304106.1	ENSG00000304106	1	ENSG00000304106	lncRNA	2			
chr12	43155315	43163110	+	ENSG00000258331.1	ENSG00000258331	1	LINC02461	lncRNA	2	HGNC:53398	OTTHUMG00000169352.1	
chr12	43240813	43254856	+	ENSG00000303249.1	ENSG00000303249	1	ENSG00000303249	lncRNA	2			
chr12	43256651	43266901	-	ENSG00000298530.1	ENSG00000298530	1	ENSG00000298530	lncRNA	2			
chr12	43306195	43379257	+	ENSG00000305349.1	ENSG00000305349	1	ENSG00000305349	lncRNA	2			
chr12	43333354	43337364	-	ENSG00000305369.1	ENSG00000305369	1	ENSG00000305369	lncRNA	2			
chr12	43352767	43552213	-	ENSG00000173157.20	ENSG00000173157	20	ADAMTS20	protein_coding	1	HGNC:17178	OTTHUMG00000169353.2	
chr12	43560784	43561297	-	ENSG00000241251.2	ENSG00000241251	2	ENSG00000241251	processed_pseudogene	1		OTTHUMG00000157550.2	pseudo_consens
chr12	43569769	43572038	-	ENSG00000257813.2	ENSG00000257813	2	ENSG00000257813	processed_pseudogene	1		OTTHUMG00000169354.2	pseudo_consens
chr12	43633093	43633281	+	ENSG00000271508.1	ENSG00000271508	1	ENSG00000271508	processed_pseudogene	1		OTTHUMG00000184759.1	pseudo_consens
chr12	43659827	43661101	+	ENSG00000257907.2	ENSG00000257907	2	EEF1A1P17	processed_pseudogene	1	HGNC:37890	OTTHUMG00000169355.2	pseudo_consens
chr12	43718992	43759193	-	ENSG00000129317.17	ENSG00000129317	17	PUS7L	protein_coding	2	HGNC:25276	OTTHUMG00000169423.3	
chr12	43736628	43739189	+	ENSG00000291253.1	ENSG00000291253	1	ENSG00000291253	lncRNA	2			overlaps_pseudogene
chr12	43738829	43739854	+	ENSG00000257896.2	ENSG00000257896	2	ENSG00000257896	transcribed_unprocessed_pseudogene	2		OTTHUMG00000169424.1	
chr12	43739635	43741067	+	ENSG00000290959.1	ENSG00000290959	1	ENSG00000290959	lncRNA	2			overlaps_pseudogene
chr12	43758938	43798307	+	ENSG00000198001.18	ENSG00000198001	18	IRAK4	protein_coding	2	HGNC:17967	OTTHUMG00000169425.3	
chr12	43793460	43806328	-	ENSG00000151239.16	ENSG00000151239	16	TWF1	protein_coding	2	HGNC:9620	OTTHUMG00000169426.3	
chr12	43835749	44389762	+	ENSG00000139173.12	ENSG00000139173	12	TMEM117	protein_coding	2	HGNC:25308	OTTHUMG00000169427.4	
chr12	44008620	44010143	-	ENSG00000258212.1	ENSG00000258212	1	ZNF75BP	processed_pseudogene	2	HGNC:13147	OTTHUMG00000169428.1	
chr12	44244394	44263982	-	ENSG00000257947.1	ENSG00000257947	1	ENSG00000257947	lncRNA	2		OTTHUMG00000169429.1	overlapping_locus
chr12	44248432	44249004	-	ENSG00000257864.1	ENSG00000257864	1	ENSG00000257864	processed_pseudogene	1		OTTHUMG00000169430.1	pseudo_consens,overlapping_locus
chr12	44498616	44499158	-	ENSG00000275286.1	ENSG00000275286	1	ENSG00000275286	lncRNA	2		OTTHUMG00000187335.1	
chr12	44499961	44503596	-	ENSG00000286671.1	ENSG00000286671	1	ENSG00000286671	lncRNA	2		OTTHUMG00000195177.1	
chr12	44507419	44921889	-	ENSG00000184613.13	ENSG00000184613	13	NELL2	protein_coding	2	HGNC:7751	OTTHUMG00000169464.2	ncRNA_host
chr12	44880868	44880969	-	ENSG00000201788.1	ENSG00000201788	1	Y_RNA	misc_RNA	3			
chr12	45011945	45051105	-	ENSG00000185610.7	ENSG00000185610	7	DBX2	protein_coding	2	HGNC:33186	OTTHUMG00000169559.1	
chr12	45035006	45045704	+	ENSG00000307871.1	ENSG00000307871	1	ENSG00000307871	lncRNA	2			
chr12	45050365	45191009	+	ENSG00000257319.2	ENSG00000257319	2	DBX2-AS1	lncRNA	2	HGNC:55479	OTTHUMG00000195239.1	ncRNA_host,overlapping_locus
chr12	45063473	45065351	-	ENSG00000257331.1	ENSG00000257331	1	RACGAP1P1	processed_pseudogene	1	HGNC:24689	OTTHUMG00000169561.1	pseudo_consens
chr12	45071769	45072843	+	ENSG00000257572.1	ENSG00000257572	1	SSBL3P	processed_pseudogene	1	HGNC:54984	OTTHUMG00000169562.1	pseudo_consens,overlapping_locus
chr12	45117771	45117888	+	ENSG00000199556.1	ENSG00000199556	1	RNA5SP361	rRNA_pseudogene	3	HGNC:43261		
chr12	45139782	45216084	-	ENSG00000293316.2	ENSG00000293316	2	PLEKHA8P1	lncRNA	2	HGNC:30222		overlaps_pseudogene
chr12	45173190	45174713	-	ENSG00000134297.9	ENSG00000134297	9	PLEKHA8P1	transcribed_processed_pseudogene	1	HGNC:30222	OTTHUMG00000168776.2	pseudo_consens
chr12	45200817	45201551	+	ENSG00000257738.2	ENSG00000257738	2	ENSG00000257738	processed_pseudogene	1		OTTHUMG00000169563.2	pseudo_consens
chr12	45215987	45482280	+	ENSG00000177119.19	ENSG00000177119	19	ANO6	protein_coding	2	HGNC:25240	OTTHUMG00000169564.2	overlapping_locus
chr12	45256473	45256726	+	ENSG00000278351.1	ENSG00000278351	1	ENSG00000278351	lncRNA	2		OTTHUMG00000187338.1	overlapping_locus
chr12	45296517	45727542	-	ENSG00000293678.1	ENSG00000293678	1	ENSG00000293678	lncRNA	2			ncRNA_host,overlapping_locus
chr12	45378301	45610620	-	ENSG00000257657.4	ENSG00000257657	4	ENSG00000257657	lncRNA	2		OTTHUMG00000169469.3	ncRNA_host,overlapping_locus
chr12	45444766	45445438	+	ENSG00000257368.2	ENSG00000257368	2	MESDP1	processed_pseudogene	1	HGNC:27324	OTTHUMG00000169565.2	pseudo_consens
chr12	45554590	45554659	-	ENSG00000283545.1	ENSG00000283545	1	U6	snRNA	3			
chr12	45718046	45727860	-	ENSG00000273015.3	ENSG00000273015	3	LINC00938	lncRNA	2	HGNC:48630	OTTHUMG00000185943.2	overlapping_locus
chr12	45726025	45727569	+	ENSG00000307892.1	ENSG00000307892	1	ENSG00000307892	lncRNA	2			
chr12	45728313	45728764	-	ENSG00000289229.1	ENSG00000289229	1	ENSG00000289229	lncRNA	2			
chr12	45728910	45908040	+	ENSG00000189079.20	ENSG00000189079	20	ARID2	protein_coding	2	HGNC:18037	OTTHUMG00000150487.6	ncRNA_host,overlapping_locus
chr12	45789189	45789657	+	ENSG00000278475.1	ENSG00000278475	1	ENSG00000278475	lncRNA	2		OTTHUMG00000187352.1	overlapping_locus
chr12	45874035	45874330	+	ENSG00000265093.2	ENSG00000265093	2	RN7SL246P	misc_RNA	3	HGNC:46262		
chr12	45880950	45882266	-	ENSG00000270429.1	ENSG00000270429	1	KNOP1P2	processed_pseudogene	1	HGNC:48920	OTTHUMG00000184793.1	pseudo_consens
chr12	45919131	45992120	-	ENSG00000139218.20	ENSG00000139218	20	SCAF11	protein_coding	1	HGNC:10784	OTTHUMG00000149930.9	
chr12	45990001	46004901	+	ENSG00000289046.2	ENSG00000289046	2	ENSG00000289046	lncRNA	2			
chr12	46004038	46004685	-	ENSG00000239397.1	ENSG00000239397	1	RPL13AP21	processed_pseudogene	1	HGNC:35654	OTTHUMG00000157553.1	pseudo_consens
chr12	46183054	46270070	-	ENSG00000111371.18	ENSG00000111371	18	SLC38A1	protein_coding	1	HGNC:13447	OTTHUMG00000169470.4	overlapping_locus
chr12	46239106	46239473	-	ENSG00000274591.1	ENSG00000274591	1	ENSG00000274591	lncRNA	2		OTTHUMG00000187358.1	overlapping_locus
chr12	46269048	46279216	+	ENSG00000304381.1	ENSG00000304381	1	ENSG00000304381	lncRNA	2			
chr12	46358185	46372832	-	ENSG00000134294.16	ENSG00000134294	16	SLC38A2	protein_coding	2	HGNC:13448	OTTHUMG00000169471.2	
chr12	46371418	46373791	+	ENSG00000258096.2	ENSG00000258096	2	SLC38A2-AS1	lncRNA	2	HGNC:55454	OTTHUMG00000169472.1	
chr12	46381167	46383916	-	ENSG00000296000.1	ENSG00000296000	1	ENSG00000296000	lncRNA	2			
chr12	46383041	46876804	+	ENSG00000257261.8	ENSG00000257261	8	SLC38A4-AS1	lncRNA	2	HGNC:56178	OTTHUMG00000185793.1	overlapping_locus
chr12	46384233	46494572	-	ENSG00000257496.4	ENSG00000257496	4	ENSG00000257496	lncRNA	1		OTTHUMG00000169474.1	
chr12	46388856	46392126	+	ENSG00000275481.1	ENSG00000275481	1	ENSG00000275481	lncRNA	2		OTTHUMG00000187428.1	overlapping_locus
chr12	46404644	46407166	+	ENSG00000278896.1	ENSG00000278896	1	ENSG00000278896	TEC	2		OTTHUMG00000187429.1	overlapping_locus
chr12	46515633	46524294	-	ENSG00000295982.1	ENSG00000295982	1	ENSG00000295982	lncRNA	2			
chr12	46592573	46593305	+	ENSG00000272963.1	ENSG00000272963	1	OR7A19P	unprocessed_pseudogene	2	HGNC:15337	OTTHUMG00000185953.1	
chr12	46668592	46669840	-	ENSG00000300289.1	ENSG00000300289	1	ENSG00000300289	lncRNA	2			
chr12	46682071	46682713	-	ENSG00000271642.1	ENSG00000271642	1	MARK3P1	processed_pseudogene	1	HGNC:50312	OTTHUMG00000184790.1	pseudo_consens
chr12	46697788	46698607	-	ENSG00000301003.1	ENSG00000301003	1	ENSG00000301003	lncRNA	2			
